OBSR_NO.,DAY,Location,No. Empl,Customer Sat,Application Used,Loan/Lease,Approved/Dis,Amount,Approval Time,Wait for Info,Wait - Discrete,Cycle Time,Log10 Cycle Time,Cycle Time - Discrete
993,10,New York,5,5,3,Loan,Approved,23,4,0,No,8,0.90309,Pass
994,10,Sydney,13,1,3,Lease,Disapproved,64,10,4,Yes,19,1.27875,Fail
995,10,New York,13,5,1,Lease,Disapproved,20,5,0,No,10,1,Fail
996,10,Paris,11,5,1,Lease,Approved,60,4,1,Yes,6,0.77815,Pass
997,10,New York,11,5,1,Loan,Approved,80,5,0,No,10,1,Fail
998,10,Sydney,13,3,1,Lease,Disapproved,20,6,1,Yes,11,1.04139,Fail
999,10,Paris,11,5,2,Lease,Approved,50,4,1,Yes,6,0.77815,Pass
1000,10,New York,9,5,3,Lease,Approved,45,5,0,No,9,0.95424,Fail
1001,10,New York,10,5,3,Lease,Approved,51,4,0,No,8,0.90309,Pass
1002,10,New York,10,5,2,Lease,Approved,32,4,0,No,8,0.90309,Pass
1003,10,Paris,6,5,3,Lease,Approved,93,0,0,No,3,0.47712,Pass
1004,10,Sydney,13,1,3,Lease,Disapproved,34,13,2,Yes,27,1.43136,Fail
1005,10,Sydney,8,5,2,Lease,Approved,35,6,5,Yes,12,1.07918,Fail
1006,10,New York,9,5,3,Lease,Approved,84,3,1,Yes,5,0.69897,Pass
1007,10,Sydney,10,1,3,Lease,Approved,108,10,4,Yes,19,1.27875,Fail
1008,10,Paris,9,5,1,Lease,Approved,77,3,0,No,5,0.69897,Pass
1009,10,Sydney,8,3,3,Loan,Approved,66,13,5,Yes,25,1.39794,Fail
1010,10,Paris,7,5,1,Lease,Approved,45,4,0,No,6,0.77815,Pass
1011,10,New York,7,4,2,Loan,Approved,41,4,0,No,7,0.8451,Pass
1012,10,New York,17,4,1,Lease,Disapproved,52,4,0,No,8,0.90309,Pass
1013,10,New York,8,4,3,Loan,Approved,53,3,0,No,5,0.69897,Pass
1014,10,Sydney,6,1,2,Lease,Approved,24,8,3,Yes,16,1.20412,Fail
1015,10,Sydney,12,4,3,Lease,Approved,35,13,6,Yes,25,1.39794,Fail
1016,10,Paris,12,4,1,Loan,Approved,29,4,0,No,6,0.77815,Pass
1017,10,Sydney,13,4,2,Lease,Disapproved,48,11,5,Yes,22,1.34242,Fail
1018,10,Paris,5,4,1,Lease,Approved,60,4,1,Yes,6,0.77815,Pass
1019,10,New York,5,4,2,Lease,Approved,60,4,2,Yes,6,0.77815,Pass
1020,10,Paris,7,4,1,Loan,Approved,60,2,1,Yes,4,0.60206,Pass
1021,10,New York,4,4,2,Loan,Approved,71,6,1,Yes,11,1.04139,Fail
1022,10,New York,5,4,1,Lease,Approved,72,6,3,Yes,12,1.07918,Fail
1023,10,Sydney,12,4,3,Loan,Approved,43,13,5,Yes,25,1.39794,Fail
1024,10,Paris,13,4,1,Lease,Disapproved,44,2,1,Yes,4,0.60206,Pass
1025,10,Paris,6,4,2,Lease,Approved,25,4,2,Yes,7,0.8451,Pass
1026,10,New York,12,3,3,Loan,Approved,59,4,2,Yes,7,0.8451,Pass
1027,10,New York,10,3,1,Lease,Approved,58,4,0,No,8,0.90309,Pass
1028,10,New York,5,3,3,Lease,Approved,47,4,2,Yes,7,0.8451,Pass
1029,10,Sydney,14,3,3,Lease,Disapproved,16,4,0,No,8,0.90309,Pass
1030,10,New York,6,3,2,Loan,Approved,55,5,0,No,10,1,Fail
1031,11,New York,7,3,3,Lease,Approved,101,5,0,No,9,0.95424,Fail
1032,11,Sydney,9,3,3,Lease,Approved,62,7,5,Yes,13,1.11394,Fail
1033,11,New York,17,3,1,Lease,Disapproved,43,5,0,No,9,0.95424,Fail
1034,11,Sydney,8,3,2,Lease,Approved,104,5,0,No,10,1,Fail
1035,11,Paris,12,5,2,Lease,Approved,35,0,0,No,3,0.47712,Pass
1036,11,Sydney,12,2,3,Lease,Approved,127,8,4,Yes,17,1.23045,Fail
1037,11,Sydney,6,2,2,Lease,Approved,88,13,5,Yes,25,1.39794,Fail
1038,11,New York,15,2,1,Lease,Disapproved,47,6,1,Yes,11,1.04139,Fail
1039,11,Paris,9,4,2,Lease,Approved,26,4,1,Yes,7,0.8451,Pass
1040,11,New York,18,1,2,Loan,Disapproved,55,5,0,No,9,0.95424,Fail
1041,11,Sydney,9,1,3,Lease,Approved,61,8,3,Yes,16,1.20412,Fail
1042,11,Sydney,6,4,1,Lease,Approved,62,8,3,Yes,16,1.20412,Fail
1043,11,Paris,12,5,1,Lease,Approved,23,4,2,Yes,7,0.8451,Pass
1044,11,Sydney,9,4,2,Lease,Approved,34,7,5,Yes,13,1.11394,Fail
1045,11,New York,8,5,1,Lease,Approved,35,6,1,Yes,11,1.04139,Fail
1046,11,New York,4,5,3,Lease,Approved,84,4,1,Yes,6,0.77815,Pass
1047,11,Paris,11,5,1,Lease,Approved,48,3,0,No,5,0.69897,Pass
1048,11,New York,10,5,1,Lease,Approved,37,4,1,Yes,6,0.77815,Pass
1049,11,Sydney,6,1,1,Lease,Approved,46,10,4,Yes,19,1.27875,Fail
1050,11,New York,10,5,2,Lease,Approved,45,4,0,No,8,0.90309,Pass
1051,11,Paris,10,5,1,Lease,Approved,86,4,2,Yes,7,0.8451,Pass
1052,11,Sydney,6,5,3,Lease,Approved,52,10,4,Yes,20,1.30103,Fail
1053,11,Sydney,6,5,3,Loan,Approved,53,10,4,Yes,20,1.30103,Fail
1054,11,New York,3,5,1,Loan,Approved,54,4,1,Yes,7,0.8451,Pass
1055,11,New York,10,5,2,Lease,Approved,75,4,2,Yes,7,0.8451,Pass
1056,11,New York,10,1,2,Lease,Approved,49,8,3,Yes,16,1.20412,Fail
1057,11,Sydney,12,2,1,Lease,Approved,88,8,3,Yes,15,1.17609,Fail
1058,11,New York,6,5,2,Loan,Approved,37,4,0,No,8,0.90309,Pass
1059,11,New York,16,5,1,Loan,Disapproved,6,4,1,Yes,6,0.77815,Pass
1060,11,New York,11,5,1,Loan,Approved,30,5,2,Yes,10,1,Fail
1061,11,New York,13,4,3,Lease,Disapproved,20,4,2,Yes,7,0.8451,Pass
1062,11,New York,9,5,3,Lease,Approved,50,4,0,No,8,0.90309,Pass
1063,11,New York,4,5,3,Loan,Approved,50,6,1,Yes,11,1.04139,Fail
1064,11,Paris,6,5,3,Lease,Approved,50,5,0,No,10,1,Fail
1065,11,Sydney,11,5,3,Lease,Approved,60,6,2,Yes,12,1.07918,Fail
1066,11,New York,16,4,3,Loan,Disapproved,50,4,0,No,8,0.90309,Pass
1067,11,Paris,12,4,2,Loan,Approved,48,4,0,No,8,0.90309,Pass
1068,11,New York,10,4,2,Loan,Approved,47,4,1,Yes,6,0.77815,Pass
1069,11,Sydney,14,4,3,Lease,Disapproved,26,12,8,Yes,24,1.38021,Fail
1070,11,Sydney,7,1,3,Lease,Approved,25,8,3,Yes,16,1.20412,Fail
1071,11,New York,9,4,3,Lease,Approved,61,6,2,Yes,12,1.07918,Fail
1072,11,New York,12,4,1,Lease,Approved,72,3,0,No,5,0.69897,Pass
1073,11,Sydney,7,4,1,Lease,Approved,73,10,4,Yes,19,1.27875,Fail
1074,11,New York,7,4,3,Lease,Approved,44,4,1,Yes,7,0.8451,Pass
1075,11,New York,10,4,1,Lease,Approved,75,4,0,No,8,0.90309,Pass
1076,11,Sydney,1,4,1,Lease,Approved,79,7,5,Yes,13,1.11394,Fail
1077,11,New York,10,4,1,Loan,Approved,68,4,0,No,8,0.90309,Pass
1078,11,New York,6,4,3,Loan,Approved,47,4,0,No,6,0.77815,Pass
1079,11,New York,11,4,1,Lease,Approved,56,2,0,No,4,0.60206,Pass
1080,11,New York,6,4,1,Lease,Approved,35,5,0,No,9,0.95424,Fail
1081,11,Sydney,5,3,1,Lease,Approved,41,8,6,Yes,15,1.17609,Fail
1082,11,New York,12,4,2,Lease,Approved,87,4,1,Yes,6,0.77815,Pass
1083,11,New York,13,3,2,Lease,Disapproved,43,6,1,Yes,11,1.04139,Fail
1084,11,New York,8,3,2,Lease,Approved,34,6,2,Yes,12,1.07918,Fail
1085,11,Paris,16,3,3,Loan,Disapproved,100,2,0,No,4,0.60206,Pass
1086,11,New York,9,3,2,Lease,Approved,49,4,2,Yes,7,0.8451,Pass
1087,11,New York,10,3,1,Lease,Approved,118,4,0,No,8,0.90309,Pass
1088,11,Paris,11,5,3,Lease,Approved,57,4,2,Yes,6,0.77815,Pass
1089,11,New York,9,3,2,Lease,Approved,71,2,0,No,4,0.60206,Pass
1090,11,Paris,9,5,1,Loan,Approved,55,4,1,Yes,6,0.77815,Pass
1091,11,Paris,11,5,3,Lease,Approved,71,4,0,No,6,0.77815,Pass
1092,11,New York,10,4,2,Lease,Approved,32,4,1,Yes,6,0.77815,Pass
1093,11,Sydney,13,2,2,Lease,Disapproved,103,7,3,Yes,14,1.14613,Fail
1094,11,Paris,5,5,3,Lease,Approved,64,4,0,No,6,0.77815,Pass
1095,11,Paris,16,2,1,Lease,Disapproved,15,5,0,No,9,0.95424,Fail
1096,11,New York,4,4,3,Loan,Approved,19,2,0,No,4,0.60206,Pass
1097,11,Sydney,10,5,1,Lease,Approved,38,4,0,No,8,0.90309,Pass
1098,11,New York,10,3,1,Lease,Approved,57,5,0,No,9,0.95424,Fail
1099,11,Sydney,11,5,3,Lease,Approved,36,6,2,Yes,11,1.04139,Fail
1100,11,New York,15,4,1,Loan,Disapproved,65,5,2,Yes,10,1,Fail
1101,11,New York,9,5,1,Lease,Approved,41,6,3,Yes,11,1.04139,Fail
1102,11,Paris,5,5,3,Lease,Approved,72,4,0,No,7,0.8451,Pass
1103,11,New York,15,5,3,Lease,Disapproved,83,5,0,No,9,0.95424,Fail
1104,11,Paris,15,5,1,Loan,Disapproved,24,4,0,No,8,0.90309,Pass
1105,11,New York,10,5,1,Lease,Approved,65,4,1,Yes,6,0.77815,Pass
1106,11,Sydney,7,5,1,Lease,Approved,39,5,2,Yes,10,1,Fail
1107,11,New York,14,3,2,Lease,Disapproved,58,4,0,No,8,0.90309,Pass
1108,11,New York,9,5,2,Loan,Approved,92,0,0,No,3,0.47712,Pass
1109,11,Paris,7,5,3,Lease,Approved,36,4,1,Yes,6,0.77815,Pass
1110,11,New York,8,5,2,Lease,Approved,65,5,0,No,10,1,Fail
1111,11,Paris,12,5,3,Lease,Approved,101,3,0,No,5,0.69897,Pass
1112,11,New York,15,5,1,Lease,Disapproved,42,4,0,No,7,0.8451,Pass
1113,11,New York,7,5,1,Loan,Approved,63,5,0,No,10,1,Fail
1114,11,New York,7,5,1,Lease,Approved,64,3,1,Yes,5,0.69897,Pass
1115,11,New York,12,5,2,Lease,Approved,65,6,2,Yes,12,1.07918,Fail
1116,11,Sydney,5,5,2,Loan,Approved,39,6,2,Yes,11,1.04139,Fail
1117,11,Paris,13,5,2,Loan,Disapproved,28,2,0,No,4,0.60206,Pass
1118,11,New York,3,5,1,Lease,Approved,37,3,1,Yes,5,0.69897,Pass
1119,11,Sydney,12,2,3,Lease,Approved,71,8,6,Yes,15,1.17609,Fail
1120,11,Paris,8,5,1,Lease,Approved,35,4,0,No,6,0.77815,Pass
1121,11,Sydney,12,1,3,Lease,Approved,30,13,3,Yes,27,1.43136,Fail
1122,11,New York,13,4,3,Lease,Disapproved,60,5,0,No,9,0.95424,Fail
1123,11,Sydney,8,4,1,Loan,Approved,70,11,4,Yes,21,1.32222,Fail
1124,11,Paris,9,4,2,Lease,Approved,80,4,1,Yes,6,0.77815,Pass
1125,11,New York,8,4,2,Lease,Approved,50,6,2,Yes,11,1.04139,Fail
1126,11,Sydney,17,4,2,Loan,Disapproved,29,12,8,Yes,24,1.38021,Fail
1127,11,New York,9,4,3,Lease,Approved,28,4,2,Yes,6,0.77815,Pass
1128,11,New York,10,4,1,Loan,Approved,27,4,1,Yes,6,0.77815,Pass
1129,11,Paris,9,4,1,Lease,Approved,56,4,0,No,8,0.90309,Pass
1130,11,New York,12,4,2,Lease,Approved,15,6,3,Yes,11,1.04139,Fail
1131,11,Sydney,9,4,1,Lease,Approved,81,6,2,Yes,12,1.07918,Fail
1132,11,Sydney,12,4,3,Lease,Approved,72,9,4,Yes,18,1.25527,Fail
1133,11,New York,14,4,3,Lease,Disapproved,88,5,0,No,9,0.95424,Fail
1134,11,New York,7,4,3,Lease,Approved,54,5,0,No,9,0.95424,Fail
1135,11,Sydney,9,4,2,Lease,Approved,35,7,4,Yes,13,1.11394,Fail
1136,11,New York,10,3,3,Loan,Approved,79,7,5,Yes,13,1.11394,Fail
1137,11,New York,14,4,2,Lease,Disapproved,58,4,1,Yes,6,0.77815,Pass
1138,11,Sydney,13,3,1,Lease,Disapproved,57,8,3,Yes,16,1.20412,Fail
1139,11,New York,7,3,1,Lease,Approved,36,4,0,No,7,0.8451,Pass
1140,11,Paris,7,5,1,Loan,Approved,55,3,1,Yes,5,0.69897,Pass
1141,11,New York,9,3,1,Lease,Approved,41,7,5,Yes,13,1.11394,Fail
1142,11,Paris,7,5,2,Lease,Approved,72,3,1,Yes,5,0.69897,Pass
1143,11,New York,13,3,2,Lease,Disapproved,33,5,2,Yes,10,1,Fail
1144,11,New York,12,4,1,Lease,Approved,54,3,0,No,5,0.69897,Pass
1145,11,Sydney,13,3,3,Lease,Disapproved,65,7,4,Yes,13,1.11394,Fail
1146,11,Paris,8,4,2,Lease,Approved,79,3,0,No,5,0.69897,Pass
1147,11,New York,11,4,2,Lease,Approved,48,4,1,Yes,7,0.8451,Pass
1148,11,Paris,11,5,3,Lease,Approved,47,4,1,Yes,6,0.77815,Pass
1149,11,New York,9,5,3,Lease,Approved,76,4,1,Yes,6,0.77815,Pass
1150,11,Sydney,12,2,1,Loan,Approved,55,12,6,Yes,24,1.38021,Fail
1151,11,Sydney,10,1,2,Loan,Approved,51,7,5,Yes,13,1.11394,Fail
1152,11,New York,7,4,2,Loan,Approved,42,5,0,No,10,1,Fail
1153,11,New York,9,5,1,Lease,Approved,43,2,0,No,4,0.60206,Pass
1154,11,New York,9,5,1,Lease,Approved,24,4,0,No,8,0.90309,Pass
1155,11,Sydney,5,5,1,Lease,Approved,55,7,3,Yes,14,1.14613,Fail
1156,11,Sydney,13,3,2,Lease,Disapproved,29,5,0,No,9,0.95424,Fail
1157,11,New York,9,5,1,Lease,Approved,58,4,0,No,8,0.90309,Pass
1158,11,Sydney,11,1,3,Lease,Approved,57,12,1,Yes,26,1.41497,Fail
1159,12,New York,14,4,2,Lease,Disapproved,16,4,1,Yes,7,0.8451,Pass
1160,12,Paris,7,5,3,Lease,Approved,35,0,0,No,3,0.47712,Pass
1161,12,Paris,16,4,1,Lease,Disapproved,101,4,1,Yes,6,0.77815,Pass
1162,12,Paris,8,5,3,Lease,Approved,70,2,0,No,4,0.60206,Pass
1163,12,Paris,14,4,3,Lease,Disapproved,63,2,0,No,4,0.60206,Pass
1164,12,Sydney,9,5,2,Lease,Approved,74,6,2,Yes,11,1.04139,Fail
1165,12,Paris,12,5,2,Lease,Approved,75,3,0,No,5,0.69897,Pass
1166,12,New York,5,5,2,Lease,Approved,79,4,1,Yes,6,0.77815,Pass
1167,12,Paris,10,5,3,Loan,Approved,8,3,0,No,5,0.69897,Pass
1168,12,New York,15,4,3,Loan,Disapproved,57,3,0,No,5,0.69897,Pass
1169,12,New York,10,5,1,Loan,Approved,86,5,0,No,10,1,Fail
1170,12,New York,10,5,3,Loan,Approved,45,4,0,No,7,0.8451,Pass
1171,12,New York,8,5,3,Lease,Approved,61,4,0,No,6,0.77815,Pass
1172,12,New York,9,5,3,Lease,Approved,102,4,0,No,8,0.90309,Pass
1173,12,New York,5,5,2,Loan,Approved,73,5,0,No,10,1,Fail
1174,12,Paris,5,5,1,Lease,Approved,44,2,0,No,4,0.60206,Pass
1175,12,New York,12,5,3,Loan,Approved,35,4,2,Yes,7,0.8451,Pass
1176,12,Sydney,10,4,2,Lease,Approved,19,7,2,Yes,13,1.11394,Fail
1177,12,New York,11,4,1,Lease,Approved,68,4,1,Yes,6,0.77815,Pass
1178,12,New York,9,4,1,Loan,Approved,47,6,2,Yes,12,1.07918,Fail
1179,12,New York,4,4,3,Loan,Approved,56,6,3,Yes,11,1.04139,Fail
1180,12,Paris,9,4,3,Lease,Approved,45,4,1,Yes,7,0.8451,Pass
1181,12,New York,12,4,2,Lease,Approved,61,5,0,No,10,1,Fail
1182,12,New York,10,4,2,Lease,Approved,42,6,2,Yes,12,1.07918,Fail
1183,12,Paris,14,4,3,Lease,Disapproved,63,2,0,No,4,0.60206,Pass
1184,12,New York,11,4,1,Loan,Approved,14,4,2,Yes,7,0.8451,Pass
1185,12,Paris,12,4,2,Lease,Approved,40,2,0,No,4,0.60206,Pass
1186,12,Paris,6,4,2,Lease,Approved,30,4,1,Yes,6,0.77815,Pass
1187,12,New York,6,4,2,Lease,Approved,20,3,1,Yes,5,0.69897,Pass
1188,12,New York,9,4,1,Lease,Approved,30,4,1,Yes,6,0.77815,Pass
1189,12,Sydney,18,4,3,Loan,Disapproved,30,7,2,Yes,13,1.11394,Fail
1190,12,New York,11,4,1,Lease,Approved,30,4,0,No,8,0.90309,Pass
1191,12,New York,8,4,3,Lease,Approved,60,3,0,No,5,0.69897,Pass
1192,12,New York,7,3,2,Lease,Approved,30,6,5,Yes,12,1.07918,Fail
1193,12,New York,5,4,1,Lease,Approved,23,3,1,Yes,5,0.69897,Pass
1194,12,New York,12,4,2,Loan,Approved,14,4,0,No,6,0.77815,Pass
1195,12,New York,10,3,2,Lease,Approved,55,3,0,No,5,0.69897,Pass
1196,12,Paris,11,4,3,Lease,Approved,49,3,0,No,5,0.69897,Pass
1197,12,New York,10,4,2,Lease,Approved,38,4,1,Yes,6,0.77815,Pass
1198,12,New York,8,3,2,Lease,Approved,117,4,1,Yes,7,0.8451,Pass
1199,12,New York,15,3,3,Lease,Disapproved,46,6,3,Yes,12,1.07918,Fail
1200,12,Sydney,9,3,3,Loan,Approved,55,7,3,Yes,14,1.14613,Fail
1201,12,New York,8,4,1,Lease,Approved,21,4,1,Yes,7,0.8451,Pass
1202,12,Paris,5,4,2,Lease,Approved,122,3,1,Yes,5,0.69897,Pass
1203,12,Sydney,8,2,2,Lease,Approved,63,8,3,Yes,17,1.23045,Fail
1204,12,Paris,13,5,2,Lease,Disapproved,34,2,0,No,4,0.60206,Pass
1205,12,Paris,11,4,1,Loan,Approved,35,2,0,No,4,0.60206,Pass
1206,12,Paris,14,5,2,Lease,Disapproved,79,2,0,No,4,0.60206,Pass
1207,12,New York,8,5,2,Lease,Approved,28,5,0,No,9,0.95424,Fail
1208,12,New York,9,4,3,Lease,Approved,57,5,0,No,9,0.95424,Fail
1209,12,Paris,7,5,3,Lease,Approved,16,3,0,No,5,0.69897,Pass
1210,12,New York,13,5,3,Lease,Disapproved,65,4,0,No,8,0.90309,Pass
1211,12,New York,11,5,3,Lease,Approved,21,4,0,No,7,0.8451,Pass
1212,12,New York,11,5,1,Loan,Approved,62,5,0,No,9,0.95424,Fail
1213,12,New York,9,5,2,Lease,Approved,73,4,1,Yes,7,0.8451,Pass
1214,12,Sydney,11,5,2,Lease,Approved,64,5,2,Yes,10,1,Fail
1215,12,New York,11,5,1,Loan,Approved,85,4,1,Yes,6,0.77815,Pass
1216,12,Paris,8,5,1,Lease,Approved,59,4,0,No,7,0.8451,Pass
1217,12,Paris,11,5,3,Loan,Approved,38,3,0,No,5,0.69897,Pass
1218,12,Sydney,13,2,2,Lease,Disapproved,87,5,0,No,9,0.95424,Fail
1219,12,New York,12,5,3,Lease,Approved,36,3,0,No,5,0.69897,Pass
1220,12,New York,5,5,2,Loan,Approved,35,4,0,No,8,0.90309,Pass
1221,12,Paris,10,5,2,Lease,Approved,51,0,0,No,3,0.47712,Pass
1222,12,New York,11,5,1,Lease,Approved,22,6,2,Yes,12,1.07918,Fail
1223,12,New York,15,5,2,Lease,Disapproved,63,6,2,Yes,12,1.07918,Fail
1224,12,Paris,8,5,3,Lease,Approved,34,4,1,Yes,6,0.77815,Pass
1225,12,Paris,12,5,1,Loan,Approved,65,4,2,Yes,7,0.8451,Pass
1226,12,New York,14,4,3,Lease,Disapproved,39,4,0,No,6,0.77815,Pass
1227,12,New York,10,5,1,Lease,Approved,48,5,0,No,9,0.95424,Fail
1228,12,New York,7,5,2,Lease,Approved,47,6,2,Yes,12,1.07918,Fail
1229,12,Sydney,19,2,1,Lease,Disapproved,16,7,2,Yes,13,1.11394,Fail
1230,12,Sydney,7,4,3,Lease,Approved,65,8,3,Yes,15,1.17609,Fail
1231,12,New York,7,4,3,Loan,Approved,21,4,0,No,7,0.8451,Pass
1232,12,New York,12,4,3,Lease,Approved,87,4,1,Yes,6,0.77815,Pass
1233,13,New York,10,4,3,Lease,Approved,83,4,0,No,6,0.77815,Pass
1234,13,New York,5,4,2,Lease,Approved,24,5,0,No,10,1,Fail
1235,13,Paris,12,4,3,Lease,Approved,45,2,0,No,4,0.60206,Pass
1236,13,Sydney,9,4,1,Lease,Approved,59,7,2,Yes,13,1.11394,Fail
1237,13,Sydney,11,4,3,Lease,Approved,68,5,0,No,10,1,Fail
1238,13,New York,10,4,1,Loan,Approved,27,3,0,No,5,0.69897,Pass
1239,13,New York,12,4,2,Lease,Approved,36,5,0,No,10,1,Fail
1240,13,New York,26,4,1,Lease,Disapproved,55,4,1,Yes,7,0.8451,Pass
1241,13,Paris,10,4,1,Lease,Approved,81,4,2,Yes,6,0.77815,Pass
1242,13,New York,7,4,2,Lease,Approved,72,4,2,Yes,6,0.77815,Pass
1243,13,New York,12,4,1,Loan,Approved,63,4,0,No,8,0.90309,Pass
1244,13,Paris,10,4,2,Lease,Approved,64,2,0,No,4,0.60206,Pass
1245,13,New York,16,4,1,Lease,Disapproved,55,4,0,No,8,0.90309,Pass
1246,13,New York,11,3,2,Lease,Approved,29,4,0,No,8,0.90309,Pass
1247,13,New York,8,3,2,Lease,Approved,50,4,1,Yes,7,0.8451,Pass
1248,13,New York,7,3,2,Loan,Approved,50,4,2,Yes,6,0.77815,Pass
1249,13,Sydney,6,3,3,Lease,Approved,50,5,0,No,10,1,Fail
1250,13,Sydney,13,2,1,Lease,Disapproved,50,8,3,Yes,16,1.20412,Fail
1251,13,New York,10,3,1,Lease,Approved,60,4,1,Yes,7,0.8451,Pass
1252,13,New York,9,3,3,Lease,Approved,60,4,1,Yes,7,0.8451,Pass
1253,13,New York,15,3,2,Lease,Disapproved,43,4,2,Yes,7,0.8451,Pass
1254,13,Sydney,2,3,2,Loan,Approved,84,11,4,Yes,21,1.32222,Fail
1255,13,New York,9,3,3,Lease,Approved,65,5,0,No,9,0.95424,Fail
1256,13,Sydney,13,4,3,Lease,Disapproved,39,5,0,No,10,1,Fail
1257,13,New York,7,4,1,Lease,Approved,38,4,2,Yes,7,0.8451,Pass
1258,13,New York,9,4,1,Lease,Approved,27,4,2,Yes,7,0.8451,Pass
1259,13,Sydney,2,4,1,Lease,Approved,36,5,0,No,10,1,Fail
1260,13,Paris,10,5,1,Lease,Approved,55,4,0,No,7,0.8451,Pass
1261,13,Paris,14,4,2,Lease,Disapproved,41,3,1,Yes,5,0.69897,Pass
1262,13,New York,12,3,3,Loan,Approved,52,5,0,No,9,0.95424,Fail
1263,13,New York,7,4,2,Lease,Approved,23,5,2,Yes,10,1,Fail
1264,13,New York,9,4,2,Loan,Approved,44,4,0,No,8,0.90309,Pass
1265,13,Sydney,12,5,1,Loan,Approved,55,6,1,Yes,12,1.07918,Fail
1266,13,New York,12,5,3,Lease,Approved,39,5,2,Yes,10,1,Fail
1267,13,New York,19,2,2,Lease,Disapproved,48,5,0,No,9,0.95424,Fail
1268,13,Sydney,13,4,2,Lease,Disapproved,17,5,2,Yes,10,1,Fail
1269,13,Paris,12,5,3,Lease,Approved,66,3,1,Yes,5,0.69897,Pass
1270,13,New York,8,5,3,Lease,Approved,45,4,0,No,7,0.8451,Pass
1271,13,New York,9,5,3,Lease,Approved,40,2,1,Yes,4,0.60206,Pass
1272,13,Paris,7,5,2,Lease,Approved,67,3,1,Yes,5,0.69897,Pass
1273,13,Paris,10,5,1,Lease,Approved,79,4,1,Yes,6,0.77815,Pass
1274,13,New York,15,5,2,Lease,Disapproved,64,4,0,No,8,0.90309,Pass
1275,13,New York,14,5,2,Loan,Disapproved,75,5,2,Yes,10,1,Fail
1276,13,New York,12,5,1,Lease,Approved,84,4,0,No,7,0.8451,Pass
1277,13,Sydney,14,1,2,Lease,Disapproved,58,6,2,Yes,12,1.07918,Fail
1278,13,Paris,11,5,1,Loan,Approved,37,2,2,Yes,4,0.60206,Pass
1279,13,New York,4,5,2,Lease,Approved,76,4,1,Yes,6,0.77815,Pass
1280,13,Sydney,8,5,1,Lease,Approved,35,6,2,Yes,11,1.04139,Fail
1281,13,New York,7,5,3,Lease,Approved,61,4,1,Yes,6,0.77815,Pass
1282,13,New York,12,5,3,Loan,Approved,62,4,1,Yes,6,0.77815,Pass
1283,13,Paris,15,5,2,Lease,Disapproved,83,3,0,No,5,0.69897,Pass
1284,13,New York,10,5,3,Lease,Approved,44,2,0,No,4,0.60206,Pass
1285,13,New York,8,5,3,Loan,Approved,35,5,2,Yes,10,1,Fail
1286,13,Paris,6,4,1,Lease,Approved,39,2,0,No,4,0.60206,Pass
1287,13,New York,12,4,2,Lease,Approved,68,6,2,Yes,12,1.07918,Fail
1288,13,New York,10,4,3,Lease,Approved,57,4,1,Yes,6,0.77815,Pass
1289,13,New York,9,4,3,Loan,Approved,36,5,0,No,9,0.95424,Fail
1290,13,Paris,10,4,2,Lease,Approved,55,3,0,No,5,0.69897,Pass
1291,13,New York,19,4,3,Loan,Disapproved,71,5,0,No,9,0.95424,Fail
1292,13,Paris,9,4,1,Lease,Approved,32,4,1,Yes,6,0.77815,Pass
1293,13,Paris,12,5,3,Loan,Approved,43,0,0,No,3,0.47712,Pass
1294,13,New York,17,4,2,Loan,Disapproved,34,4,0,No,7,0.8451,Pass
1295,13,New York,10,4,1,Lease,Approved,45,5,0,No,9,0.95424,Fail
1296,13,Paris,14,4,1,Lease,Disapproved,39,3,1,Yes,5,0.69897,Pass
1297,13,New York,10,4,3,Lease,Approved,58,5,0,No,9,0.95424,Fail
1298,13,New York,9,4,2,Loan,Approved,17,5,0,No,9,0.95424,Fail
1299,13,New York,8,4,3,Lease,Approved,66,4,1,Yes,6,0.77815,Pass
1300,13,Paris,13,4,3,Loan,Approved,55,3,1,Yes,5,0.69897,Pass
1301,13,Paris,9,5,1,Lease,Approved,61,2,0,No,4,0.60206,Pass
1302,13,Sydney,8,3,1,Loan,Approved,57,10,4,Yes,19,1.27875,Fail
1303,13,Paris,11,4,3,Lease,Approved,63,2,0,No,4,0.60206,Pass
1304,13,New York,9,3,2,Lease,Approved,34,3,1,Yes,5,0.69897,Pass
1305,13,New York,6,3,1,Lease,Approved,45,5,0,No,10,1,Fail
1306,13,Paris,11,5,1,Loan,Approved,79,3,0,No,5,0.69897,Pass
1307,13,New York,11,3,1,Lease,Approved,48,6,2,Yes,11,1.04139,Fail
1308,13,New York,10,3,3,Lease,Approved,117,5,0,No,10,1,Fail
1309,13,Paris,10,5,2,Loan,Approved,56,3,0,No,5,0.69897,Pass
1310,13,Paris,8,5,3,Loan,Approved,30,4,0,No,6,0.77815,Pass
1311,13,New York,7,4,2,Loan,Approved,90,4,0,No,8,0.90309,Pass
1312,13,New York,12,4,2,Lease,Approved,60,4,0,No,8,0.90309,Pass
1313,13,New York,11,4,1,Loan,Approved,10,4,0,No,8,0.90309,Pass
1314,13,Paris,12,5,3,Lease,Approved,60,2,0,No,4,0.60206,Pass
1315,13,New York,9,5,3,Loan,Approved,40,4,2,Yes,6,0.77815,Pass
1316,13,New York,6,4,1,Lease,Approved,60,3,1,Yes,5,0.69897,Pass
